Category,Item,Supplier,Supplier Site,Order Number,Supplier Lead Time,Historical Lead Time,Variance Days,Variance Percentage
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2005,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2006,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2007,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2008,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2009,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2010,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2011,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2012,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2013,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2014,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2015,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2016,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2017,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2018,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2019,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2020,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2021,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2022,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2023,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2024,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2025,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2026,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2027,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2028,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2029,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2030,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2031,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2032,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2033,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2034,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2035,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2036,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2037,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2038,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2039,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2040,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2041,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2042,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2043,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2044,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2045,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2046,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2047,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2048,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2049,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2050,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2051,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2052,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2053,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2054,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2055,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2056,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2057,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2058,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2059,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2060,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2061,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2062,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2063,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1826,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1827,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1828,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1829,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1830,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1831,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1832,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1833,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1834,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1835,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1836,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1837,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1838,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1839,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1840,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1841,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1842,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1843,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1844,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1845,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1846,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1847,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1848,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1849,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1850,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1851,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1852,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1853,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1854,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1855,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1856,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1857,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1858,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1859,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1860,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1861,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1862,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1863,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1864,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1865,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1866,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1867,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1868,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1869,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1870,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1871,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1872,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1873,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1874,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1875,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1876,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1877,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1878,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1879,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1880,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1881,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1882,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1883,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1884,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1885,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1886,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1887,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1888,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1889,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1890,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1891,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1892,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1893,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1894,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1895,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1896,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1897,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1898,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1899,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1900,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1901,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1902,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1903,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1904,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1905,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1906,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1907,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1908,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1909,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1910,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1911,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1912,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1913,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1914,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1915,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1916,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1917,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1918,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1919,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1920,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1921,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1922,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1923,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1924,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1925,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1926,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1927,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1928,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1929,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1930,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1931,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1932,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1933,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1934,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1935,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1936,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1937,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1938,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1939,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1940,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1941,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1942,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1943,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1944,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1945,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1946,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1947,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1948,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1949,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1950,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1951,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1952,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1953,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1954,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1955,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1956,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1957,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1958,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1959,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1960,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1961,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1962,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1963,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1964,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1965,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1966,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1967,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1968,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1969,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1970,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1971,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1972,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1973,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1974,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1975,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1976,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1977,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1978,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1979,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1980,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1981,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1982,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1983,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1984,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1985,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1986,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1987,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1988,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1989,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1990,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1991,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1992,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1993,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1994,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD1995,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2064,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2065,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2066,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2067,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2068,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2069,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2070,3,-1,-4,-1.33E+02
